0.573327 0 1494.0 -1937.0 8.884984970092773
0.605305 0 1502.0 -6337.0 7.847993850708008
0.646271 0 1518.0 -8014.0 7.657771110534668
0.699111 0 1521.0 -7814.0 7.3957672119140625
0.727029 0 1521.0 -8151.0 7.4624457359313965
0.774003 0 1520.0 -8940.0 7.807351112365723
0.805983 0 1515.0 -8841.0 8.731049537658691
0.845892 0 1494.0 -7978.0 9.6886625289917
0.885854 0 1484.0 -8695.0 15.942689895629883
0.925785 0 1484.0 -9163.0 32.29669189453125
0.966728 0 1484.0 -9272.0 37.61383056640625
1.005645 0 1484.0 -8264.0 44.53911209106445
1.045582 0 1484.0 -7891.0 45.65194320678711
1.091524 0 1480.0 -6595.0 44.99394226074219
1.131479 0 1462.0 -6812.0 44.5980339050293
1.163512 0 1451.0 -6909.0 45.58548355102539
1.204405 0 1450.0 -7860.0 48.937164306640625
1.246329 0 1450.0 -7755.0 51.30662536621094
1.290325 0 1451.0 -3129.0 56.760990142822266
1.322265 3.0 1451.0 -1324.0 62.84465026855469
1.366199 5.0 1452.0 -948.0 65.3470230102539
1.405129 7.0 1460.0 -1266.0 68.79368591308594
1.445102 11.0 1461.0 -1350.0 71.98045349121094
1.491021 14.0 1462.0 -1143.0 79.95466613769531
1.523022 15.0 1462.0 -1731.0 79.46012878417969
1.56495 15.0 1462.0 -1799.0 78.45963287353516
1.604885 15.0 1464.0 -1979.0 81.75139617919922
1.645835 12.0 1485.0 -2116.0 83.60173034667969
1.693775 12.0 1490.0 -4254.0 81.1691665649414
1.724678 15.0 1490.0 -6734.0 78.42569732666016
1.764621 19.0 1488.0 -7868.0 77.65724182128906
1.80555 22.0 1488.0 -8554.0 77.10928344726562
1.845498 23.0 1485.0 -8457.0 76.8604507446289
1.89945 29.0 1485.0 -6854.0 75.2724380493164
1.926416 32.0 1484.0 -5022.0 73.40815734863281
1.965358 36.0 1484.0 -4758.0 71.97067260742188
2.003377 39.0 1482.0 -4749.0 70.21507263183594
2.0483 40.0 1458.0 -4782.0 69.9425048828125
2.085243 40.0 1441.0 -5235.0 69.73108673095703
2.125168 40.0 1434.0 -6477.0 69.56709289550781
2.16417 40.0 1420.0 -8089.0 69.88851928710938
2.205143 46.0 1412.0 -5173.0 71.12788391113281
2.243123 47.0 1412.0 -3655.0 71.54783630371094
2.28404 48.0 1414.0 -1862.0 71.45330810546875
2.325031 54.0 1430.0 -1848.0 69.6794662475586
2.363776 55.0 1455.0 -1304.0 67.50816345214844
2.411672 56.0 1494.0 -881.0 61.729251861572266
2.443676 60.0 1502.0 -991.0 68.83712005615234
2.482645 62.0 1512.0 -1977.0 72.91142272949219
2.524528 70.0 1511.0 -6856.0 78.52320861816406
2.564483 72.0 1510.0 -7575.0 79.415283203125
2.676377 78.0 1508.0 -5848.0 78.85154724121094
2.702376 81.0 1504.0 -5051.0 69.79537200927734
2.730258 85.0 1502.0 -4704.0 65.35486602783203
2.762256 89.0 1495.0 -5083.0 62.97454833984375
2.784183 90.0 1488.0 -3974.0 62.75593566894531
2.808212 90.0 1485.0 -5533.0 62.14351272583008
2.840174 94.0 1485.0 -6767.0 61.376708984375
2.884122 96.0 1485.0 -6687.0 61.06788635253906
2.988044 98.0 1485.0 -7006.0 56.284034729003906
3.009876 98.0 1485.0 -6417.0 53.977115631103516
3.02588 102.0 1484.0 -6210.0 56.09211730957031
3.052879 105.0 1484.0 -6518.0 59.40447998046875
3.082706 106.0 1484.0 -5939.0 61.3326301574707
3.124655 106.0 1482.0 -5672.0 63.98838806152344
3.163618 106.0 1470.0 -5545.0 64.88827514648438
3.202596 106.0 1457.0 -6925.0 69.86359405517578
3.244534 106.0 1457.0 -6110.0 72.44305419921875
3.284515 106.0 1457.0 -6050.0 71.22206115722656
3.329474 106.0 1457.0 -4155.0 68.86736297607422
3.361421 106.0 1457.0 -2217.0 67.10255432128906
3.40339 106.0 1457.0 -938.0 63.32585906982422
3.444314 106.0 1457.0 -789.0 57.61956787109375
3.483275 106.0 1458.0 -689.0 57.36842727661133
3.525232 101.0 1461.0 -841.0 60.795047760009766
3.564164 100.0 1462.0 -850.0 63.084228515625
3.604125 100.0 1480.0 -899.0 69.48989868164062
3.642004 100.0 1492.0 -1806.0 81.64273071289062
3.683998 100.0 1494.0 -3944.0 83.2931137084961
3.722889 100.0 1494.0 -9123.0 81.18475341796875
3.769844 100.0 1494.0 -7480.0 81.47280883789062
3.801794 100.0 1492.0 -6895.0 81.81539154052734
3.90469 100.0 1492.0 -6343.0 82.2872543334961
3.928639 100.0 1492.0 -5877.0 82.5593032836914
3.94464 100.0 1491.0 -6874.0 83.13317108154297
3.976534 100.0 1490.0 -6525.0 71.64825439453125
4.003526 100.0 1488.0 -6631.0 65.89482879638672
4.042432 100.0 1475.0 -6722.0 69.17784881591797
4.08336 100.0 1462.0 -6780.0 72.05412292480469
4.128335 100.0 1460.0 -7495.0 75.39313507080078
4.160296 100.0 1461.0 -5234.0 75.09709930419922
4.201225 100.0 1461.0 -2725.0 71.93482971191406
4.249139 100.0 1461.0 -612.0 62.90944290161133
4.28113 100.0 1461.0 -651.0 59.116310119628906
4.322091 100.0 1461.0 -1057.0 62.29747009277344
4.361015 100.0 1462.0 -1342.0 64.6982650756836
4.402023 100.0 1464.0 -1805.0 66.56051635742188
4.442956 100.0 1464.0 -1066.0 70.80789947509766
4.481914 100.0 1465.0 -962.0 74.66444396972656
4.522898 100.0 1467.0 -1093.0 79.97628021240234
4.561795 100.0 1467.0 -1828.0 82.38717651367188
4.65775 96.0 1467.0 -2064.0 82.07600402832031
4.685754 93.0 1468.0 -2989.0 81.87174224853516
4.701713 92.0 1468.0 -2180.0 82.12483978271484
4.731635 92.0 1475.0 -1902.0 80.11807250976562
4.762563 92.0 1484.0 -2728.0 72.90126037597656
4.802582 92.0 1490.0 -3946.0 71.80180358886719
4.84154 92.0 1495.0 -5599.0 72.67739868164062
4.882477 92.0 1497.0 -5096.0 73.42272186279297
4.92145 88.0 1498.0 -6118.0 75.80675506591797
4.96641 84.0 1500.0 -6309.0 78.67198181152344
5.003371 83.0 1500.0 -6050.0 78.40908813476562
5.043325 83.0 1500.0 -6002.0 75.85621643066406
5.081274 79.0 1498.0 -6236.0 75.66414642333984
5.121252 76.0 1498.0 -6222.0 76.59456634521484
5.160177 75.0 1498.0 -6009.0 75.5977783203125
5.202156 71.0 1498.0 -6020.0 75.01504516601562
5.241056 68.0 1498.0 -5431.0 74.21241760253906
5.280025 67.0 1498.0 -5488.0 77.52957916259766
5.320017 61.0 1498.0 -5998.0 88.47163391113281
5.359938 58.0 1498.0 -6742.0 90.4975814819336
5.400892 58.0 1498.0 -6866.0 90.61028289794922
5.44285 58.0 1498.0 -5468.0 88.07579040527344
5.481817 58.0 1498.0 -6095.0 86.93719482421875
5.52972 54.0 1498.0 -7658.0 77.27458953857422
5.561679 52.0 1497.0 -7876.0 72.7265853881836
5.608716 51.0 1497.0 -6776.0 69.19879150390625
5.640591 50.0 1495.0 -7113.0 56.24541091918945
5.681556 50.0 1495.0 -6938.0 46.18962478637695
5.721477 50.0 1495.0 -6637.0 42.78227996826172
5.760473 44.0 1495.0 -6928.0 40.6688346862793
5.804416 43.0 1494.0 -6937.0 43.65928649902344
