0.536799 6.539999961853027 1000.0 654.6238403320312 -1.0
0.580714 6.539999961853027 1000.0 654.6483154296875 -1.0
0.619675 6.539999961853027 1000.0 654.657958984375 -1.0
0.666609 6.539999961853027 1000.0 654.681396484375 -1.0
0.698498 6.539999961853027 1000.0 654.7048950195312 -1.0
0.739486 6.539999961853027 1000.0 654.7191772460938 -1.0
0.778424 6.539999961853027 1000.0 654.744140625 -1.0
0.820419 6.539999961853027 1000.0 654.7704467773438 -1.0
0.860292 6.539999961853027 1000.0 654.7811279296875 -1.0
0.913231 6.539999961853027 1000.0 654.8077392578125 -1.0
0.940196 6.539999961853027 1000.0 654.8234252929688 -1.0
0.981103 6.539999961853027 1000.0 654.8494262695312 -1.0
1.021212 6.539999961853027 1000.0 654.8758544921875 -1.0
1.058008 6.539999961853027 1000.0 654.8868408203125 -1.0
1.099992 6.539999961853027 1000.0 654.9155883789062 -1.0
1.138936 6.539999961853027 1000.0 654.9337158203125 -1.0
1.178883 6.539999961853027 1000.0 654.965087890625 -1.0
1.217798 6.539999961853027 1000.0 654.99755859375 -1.0
1.258748 6.549999713897705 1000.0 655.010986328125 -1.0
1.298678 6.549999713897705 1000.0 655.0462036132812 -1.0
1.339652 6.549999713897705 1000.0 655.0676879882812 -1.0
1.378616 6.549999713897705 1000.0 655.1025390625 -1.0
1.418579 6.549999713897705 1000.0 655.140380859375 -1.0
1.458533 6.549999713897705 1000.0 655.1560668945312 -1.0
1.498466 6.549999713897705 1000.0 655.1943969726562 -1.0
1.538372 6.549999713897705 1000.0 655.2168579101562 -1.0
1.577304 6.549999713897705 1000.0 655.2523803710938 -1.0
1.616289 6.549999713897705 1000.0 655.28564453125 -1.0
1.658193 6.549999713897705 1000.0 655.29833984375 -1.0
1.702115 6.549999713897705 1000.0 655.3291625976562 -1.0
1.734039 6.549999713897705 1000.0 655.3466186523438 -1.0
1.777983 6.549999713897705 1000.0 655.3753051757812 -1.0
1.825866 6.549999713897705 1000.0 655.4052124023438 -1.0
1.856866 6.549999713897705 1000.0 655.41748046875 -1.0
1.897724 6.549999713897705 1000.0 655.4490966796875 -1.0
1.935632 6.549999713897705 1000.0 655.4683837890625 -1.0
